80
0.0 	88.7 	35.3 	81.1 	77.7 	77.0 	62.9 	20.9 	9.8 	29.1 	85.6 	14.6 	78.2 	93.8 	25.2 	95.4 	39.2 	49.8 	7.5 	15.4 	1.4 	64.0 	16.5 	6.4 	51.0 	74.9 	9.1 	74.1 	17.4 	58.1 	8.3 	16.9 	52.3 	9.6 	92.1 	91.2 	81.4 	64.9 	19.3 	16.3 	2.4 	97.4 	57.1 	4.1 	60.2 	82.7 	53.4 	66.7 	96.7 	97.8 	79.1 	11.3 	62.0 	73.2 	63.8 	98.5 	60.5 	33.8 	15.8 	51.0 	57.8 	10.0 	20.4 	33.3 	66.4 	98.4 	30.8 	11.7 	59.9 	18.9 	63.3 	75.3 	70.3 	14.6 	32.6 	99.3 	23.1 	69.9 	49.3 	35.8 	
88.7 	0.0 	64.7 	96.0 	75.9 	24.3 	91.3 	4.9 	21.2 	9.4 	90.7 	14.7 	44.0 	54.4 	31.5 	95.4 	50.5 	53.5 	84.6 	95.5 	75.1 	29.2 	46.0 	59.2 	65.5 	65.5 	17.0 	86.8 	67.0 	72.2 	52.5 	22.5 	81.7 	40.6 	91.3 	64.0 	92.6 	69.9 	26.4 	5.5 	21.7 	3.6 	47.5 	40.4 	96.4 	25.0 	95.9 	88.3 	84.6 	15.5 	83.5 	52.2 	99.3 	94.9 	79.7 	86.6 	21.3 	25.5 	39.4 	91.8 	62.9 	92.7 	64.3 	17.5 	55.6 	25.8 	87.7 	26.0 	99.2 	69.7 	57.3 	1.3 	87.8 	10.7 	14.9 	2.5 	23.5 	30.8 	21.2 	74.7 	
35.3 	64.7 	0.0 	72.2 	18.0 	64.3 	26.9 	43.6 	36.4 	4.9 	39.6 	97.0 	92.5 	5.8 	62.2 	51.6 	57.6 	26.6 	44.0 	10.3 	70.9 	31.5 	27.1 	26.9 	99.8 	15.7 	49.1 	58.8 	26.0 	7.4 	67.4 	59.5 	30.4 	80.5 	17.2 	71.2 	13.5 	20.8 	48.7 	29.3 	69.1 	71.9 	86.8 	54.7 	74.8 	44.4 	8.5 	48.9 	80.9 	23.6 	92.5 	41.3 	37.6 	52.2 	90.5 	52.6 	34.8 	24.2 	60.8 	41.8 	95.8 	29.7 	90.1 	45.9 	34.0 	69.0 	13.4 	15.6 	48.9 	74.1 	8.5 	84.5 	55.3 	57.7 	42.0 	78.9 	36.8 	38.5 	29.1 	55.3 	
81.1 	96.0 	72.2 	0.0 	81.3 	27.6 	11.4 	57.5 	65.2 	49.5 	98.7 	70.5 	98.5 	92.5 	13.0 	74.4 	38.1 	18.6 	75.0 	57.5 	97.5 	43.8 	23.4 	99.3 	17.0 	68.3 	54.4 	41.1 	53.1 	25.2 	95.2 	19.4 	90.6 	26.8 	12.2 	2.3 	72.4 	1.3 	25.2 	94.2 	44.1 	13.9 	59.3 	1.3 	33.5 	70.1 	28.3 	50.6 	84.7 	97.9 	79.6 	60.7 	31.2 	27.8 	96.9 	7.3 	3.6 	58.2 	97.6 	47.3 	86.0 	48.1 	46.0 	92.7 	66.0 	60.1 	75.4 	26.8 	78.7 	7.9 	64.8 	17.5 	29.2 	50.4 	69.2 	34.2 	51.7 	64.1 	64.5 	85.5 	
77.7 	75.9 	18.0 	81.3 	0.0 	42.4 	33.1 	12.7 	18.5 	85.2 	69.2 	43.4 	16.3 	35.3 	81.1 	85.2 	98.5 	45.7 	29.8 	83.5 	96.6 	82.4 	25.5 	88.0 	45.0 	67.1 	57.7 	45.6 	55.8 	62.3 	78.1 	89.3 	65.4 	82.1 	2.5 	10.0 	73.2 	5.9 	84.0 	19.3 	15.3 	52.1 	45.6 	73.5 	5.3 	94.5 	78.0 	95.2 	19.5 	74.7 	66.1 	52.6 	67.9 	30.9 	40.9 	88.9 	93.7 	50.2 	35.0 	80.2 	7.8 	27.6 	23.3 	24.1 	21.2 	62.1 	35.2 	58.6 	82.7 	99.1 	44.7 	51.8 	88.9 	74.0 	65.9 	33.0 	13.1 	37.5 	16.5 	62.8 	
77.0 	24.3 	64.3 	27.6 	42.4 	0.0 	1.8 	21.7 	32.3 	5.2 	22.0 	37.7 	94.3 	88.9 	22.0 	49.3 	46.2 	56.5 	40.8 	90.5 	24.8 	74.5 	95.3 	81.1 	78.0 	94.8 	51.1 	86.7 	16.3 	5.1 	76.7 	40.1 	69.0 	42.5 	64.9 	10.9 	60.1 	8.1 	27.4 	55.6 	14.3 	33.3 	19.4 	60.8 	8.1 	10.9 	38.3 	94.8 	76.9 	18.9 	18.3 	82.8 	1.6 	83.3 	58.8 	85.6 	97.7 	95.7 	40.1 	24.3 	74.8 	52.4 	50.6 	20.2 	50.5 	99.8 	90.0 	98.4 	48.1 	49.2 	13.0 	42.6 	6.0 	40.8 	91.7 	98.3 	84.1 	74.7 	12.7 	48.1 	
62.9 	91.3 	26.9 	11.4 	33.1 	1.8 	0.0 	54.0 	21.3 	55.4 	45.3 	63.2 	35.7 	77.0 	93.0 	29.9 	77.6 	11.1 	96.9 	65.6 	4.2 	32.9 	71.2 	14.0 	34.8 	81.9 	17.7 	15.3 	38.7 	71.5 	13.6 	18.8 	47.6 	69.3 	85.8 	15.2 	10.8 	24.8 	40.1 	39.3 	32.5 	48.3 	88.0 	64.6 	89.1 	19.6 	51.7 	31.7 	1.9 	62.3 	23.3 	83.7 	9.6 	29.6 	26.4 	23.0 	82.0 	18.6 	32.5 	36.1 	84.4 	5.4 	67.7 	40.5 	12.1 	19.9 	66.8 	11.8 	83.1 	36.0 	84.1 	8.8 	70.0 	2.5 	79.3 	98.0 	50.7 	53.6 	48.4 	62.1 	
20.9 	4.9 	43.6 	57.5 	12.7 	21.7 	54.0 	0.0 	83.3 	40.4 	37.8 	53.9 	60.9 	16.5 	75.9 	17.4 	39.2 	71.5 	61.3 	15.3 	8.3 	78.7 	90.0 	56.9 	2.0 	85.9 	53.1 	75.2 	93.5 	45.5 	59.1 	1.3 	96.6 	67.1 	76.7 	63.4 	72.0 	86.4 	14.5 	17.3 	17.4 	34.1 	69.7 	93.2 	86.6 	62.5 	98.2 	87.3 	89.9 	16.4 	87.7 	8.8 	32.8 	49.1 	89.9 	95.6 	21.5 	60.1 	57.6 	3.5 	92.1 	91.3 	96.0 	39.6 	84.6 	85.1 	91.7 	27.2 	45.2 	90.7 	74.5 	82.3 	56.8 	61.1 	67.8 	64.2 	54.4 	99.6 	61.4 	55.5 	
9.8 	21.2 	36.4 	65.2 	18.5 	32.3 	21.3 	83.3 	0.0 	63.1 	44.5 	21.8 	40.5 	74.2 	98.4 	93.9 	59.0 	42.0 	57.5 	54.8 	45.9 	59.1 	23.4 	3.7 	52.7 	67.1 	38.5 	22.3 	94.8 	3.5 	57.2 	84.9 	42.9 	46.6 	67.3 	77.4 	34.0 	73.7 	35.2 	24.7 	92.4 	83.1 	84.5 	33.2 	50.1 	21.2 	42.3 	55.0 	98.6 	99.0 	16.6 	86.5 	42.2 	26.5 	29.3 	6.1 	57.0 	19.1 	73.6 	79.5 	49.3 	89.1 	94.9 	96.8 	55.9 	39.0 	32.6 	23.4 	65.1 	67.9 	82.0 	35.7 	8.9 	95.2 	60.2 	87.7 	1.8 	65.4 	63.7 	96.6 	
29.1 	9.4 	4.9 	49.5 	85.2 	5.2 	55.4 	40.4 	63.1 	0.0 	12.8 	18.1 	77.6 	80.9 	45.4 	12.1 	85.3 	95.2 	20.0 	46.3 	21.5 	46.4 	38.4 	93.5 	67.0 	47.3 	17.6 	49.4 	82.6 	97.4 	60.4 	72.7 	69.2 	95.4 	38.6 	58.1 	1.4 	94.5 	46.7 	40.2 	91.0 	75.3 	91.4 	2.0 	65.1 	50.5 	73.7 	23.8 	68.1 	39.6 	75.5 	13.6 	77.6 	89.1 	93.5 	57.0 	32.5 	21.8 	83.2 	65.9 	3.3 	54.5 	74.8 	22.0 	69.9 	85.4 	18.1 	7.6 	1.1 	85.7 	1.6 	83.3 	42.8 	5.3 	25.5 	84.7 	92.4 	98.7 	18.8 	82.1 	
