60
0.0 	38.6 	62.4 	67.2 	51.5 	36.4 	51.6 	3.1 	79.9 	42.9 	72.4 	14.9 	98.6 	1.2 	91.6 	81.9 	87.0 	24.0 	89.0 	57.6 	32.5 	91.2 	95.1 	97.0 	41.2 	28.9 	89.4 	58.1 	51.9 	79.7 	55.6 	65.9 	86.5 	74.1 	33.0 	89.8 	11.5 	71.2 	68.4 	64.0 	47.6 	22.4 	94.3 	8.3 	21.0 	26.8 	37.3 	46.0 	63.8 	27.5 	16.8 	32.0 	37.3 	94.2 	38.4 	47.0 	97.2 	85.1 	15.8 	62.5 	
38.6 	0.0 	19.3 	58.0 	50.9 	14.7 	89.1 	72.8 	87.0 	98.1 	29.2 	37.2 	57.2 	83.0 	19.8 	42.0 	85.5 	45.0 	30.4 	2.3 	66.8 	23.1 	77.4 	1.1 	5.9 	80.1 	12.3 	77.8 	12.5 	24.8 	83.8 	48.8 	52.5 	49.4 	15.3 	52.0 	8.1 	79.6 	54.0 	74.0 	89.1 	67.5 	63.2 	61.3 	63.6 	2.5 	87.3 	32.0 	89.4 	41.1 	29.9 	62.3 	71.7 	89.3 	5.6 	1.3 	55.2 	87.5 	97.7 	75.0 	
62.4 	19.3 	0.0 	79.2 	43.2 	18.3 	49.7 	82.0 	82.1 	43.4 	93.5 	45.2 	66.8 	87.1 	76.2 	22.3 	85.1 	43.8 	2.4 	59.9 	6.5 	34.4 	43.3 	52.0 	57.2 	81.8 	77.3 	1.6 	37.8 	87.0 	68.7 	77.2 	24.7 	80.3 	38.6 	72.9 	7.5 	18.7 	32.6 	13.7 	33.9 	35.7 	85.7 	68.4 	7.0 	17.2 	34.1 	48.2 	82.0 	25.3 	45.2 	76.1 	96.1 	19.5 	23.8 	8.6 	79.1 	79.7 	79.2 	54.3 	
67.2 	58.0 	79.2 	0.0 	33.0 	80.1 	8.0 	78.7 	24.5 	19.1 	74.6 	66.2 	51.7 	33.0 	32.0 	69.1 	47.8 	21.6 	1.2 	86.6 	83.5 	54.4 	66.2 	98.5 	63.8 	8.8 	69.3 	23.1 	31.7 	11.4 	52.9 	88.6 	66.8 	38.4 	34.0 	66.1 	8.3 	77.5 	97.7 	60.0 	52.5 	85.6 	5.6 	57.8 	11.6 	90.5 	19.0 	71.2 	38.8 	89.8 	60.9 	78.8 	62.2 	6.9 	14.9 	74.8 	57.0 	94.1 	92.4 	79.1 	
51.5 	50.9 	43.2 	33.0 	0.0 	44.3 	35.9 	12.8 	13.6 	88.6 	85.1 	71.0 	19.9 	10.1 	90.4 	33.7 	10.4 	70.2 	90.7 	5.4 	41.9 	63.7 	61.4 	95.8 	35.0 	1.4 	15.8 	85.3 	22.2 	99.5 	44.3 	98.8 	58.1 	75.2 	43.5 	25.4 	99.4 	12.7 	81.9 	85.4 	18.8 	4.6 	14.3 	3.2 	9.9 	80.8 	44.8 	44.5 	23.5 	27.9 	60.0 	21.2 	58.3 	82.2 	96.2 	23.6 	7.9 	64.5 	78.9 	88.3 	
36.4 	14.7 	18.3 	80.1 	44.3 	0.0 	66.0 	1.8 	70.7 	47.0 	82.9 	51.2 	12.8 	95.5 	60.1 	7.2 	5.0 	87.4 	91.0 	96.8 	47.0 	97.2 	62.6 	97.9 	11.6 	25.1 	50.6 	3.7 	50.5 	78.4 	23.4 	16.0 	21.9 	94.2 	8.8 	62.5 	28.3 	24.2 	17.8 	12.6 	72.9 	23.9 	36.3 	13.3 	82.0 	14.5 	28.3 	36.4 	50.9 	25.5 	70.0 	86.1 	19.6 	81.7 	29.4 	45.9 	50.2 	60.1 	92.4 	43.0 	
51.6 	89.1 	49.7 	8.0 	35.9 	66.0 	0.0 	2.2 	36.2 	32.1 	75.7 	29.4 	70.1 	88.5 	13.0 	19.7 	26.5 	89.9 	64.4 	9.7 	43.2 	70.9 	96.4 	51.8 	5.4 	85.8 	10.8 	27.9 	89.0 	38.5 	52.9 	19.6 	65.9 	54.8 	66.4 	96.4 	49.3 	41.9 	68.8 	14.4 	88.4 	59.4 	67.8 	20.4 	56.5 	95.3 	35.7 	29.2 	72.2 	79.0 	81.7 	83.5 	82.7 	50.8 	5.9 	71.7 	75.4 	44.3 	20.5 	33.1 	
3.1 	72.8 	82.0 	78.7 	12.8 	1.8 	2.2 	0.0 	14.5 	67.8 	92.7 	72.3 	74.1 	68.5 	85.0 	27.4 	69.4 	60.5 	53.3 	50.2 	52.3 	89.4 	55.6 	38.1 	43.8 	43.8 	96.7 	12.5 	43.1 	58.7 	92.8 	96.3 	99.8 	98.7 	70.1 	29.1 	53.7 	15.8 	84.4 	92.7 	11.8 	30.8 	43.8 	74.1 	20.5 	37.7 	13.2 	22.6 	81.2 	9.9 	76.1 	18.1 	74.6 	68.9 	4.3 	71.9 	35.8 	46.0 	63.7 	5.0 	
79.9 	87.0 	82.1 	24.5 	13.6 	70.7 	36.2 	14.5 	0.0 	34.8 	53.9 	7.9 	86.1 	69.3 	58.6 	26.0 	50.3 	63.1 	18.9 	75.5 	21.7 	39.8 	75.8 	69.8 	93.3 	71.1 	13.1 	95.0 	69.8 	95.6 	51.0 	58.0 	1.8 	6.8 	96.8 	56.9 	84.6 	29.8 	70.3 	70.4 	88.4 	86.7 	25.8 	42.0 	18.6 	82.7 	56.4 	59.5 	78.4 	93.2 	30.4 	61.0 	86.8 	72.2 	70.9 	45.8 	57.1 	40.5 	70.8 	25.9 	
42.9 	98.1 	43.4 	19.1 	88.6 	47.0 	32.1 	67.8 	34.8 	0.0 	98.5 	90.8 	92.4 	18.8 	41.0 	59.2 	23.7 	48.1 	65.6 	98.6 	9.6 	39.9 	76.6 	32.9 	41.2 	10.1 	52.8 	28.4 	9.0 	21.1 	21.6 	56.7 	29.8 	35.8 	66.8 	64.0 	5.1 	91.0 	90.7 	44.9 	11.2 	10.5 	25.4 	4.2 	43.4 	54.6 	49.2 	52.0 	5.6 	37.7 	44.8 	66.9 	57.0 	15.2 	70.6 	39.5 	4.8 	79.6 	94.0 	1.3 	
72.4 	29.2 	93.5 	74.6 	85.1 	82.9 	75.7 	92.7 	53.9 	98.5 	0.0 	27.1 	94.6 	84.5 	64.7 	4.3 	9.5 	63.7 	23.2 	98.7 	9.3 	59.9 	56.8 	24.2 	16.1 	56.2 	4.6 	48.6 	53.8 	30.5 	30.1 	49.7 	53.2 	15.8 	63.3 	29.9 	6.6 	86.1 	11.7 	14.5 	83.1 	91.8 	75.0 	60.9 	38.0 	69.6 	57.8 	14.4 	45.9 	79.0 	96.5 	65.4 	3.1 	15.4 	61.1 	6.2 	13.5 	58.5 	15.4 	46.8 	
14.9 	37.2 	45.2 	66.2 	71.0 	51.2 	29.4 	72.3 	7.9 	90.8 	27.1 	0.0 	53.6 	97.4 	81.3 	46.0 	89.2 	4.9 	57.9 	50.2 	48.9 	83.2 	33.7 	2.5 	40.4 	46.3 	43.9 	39.4 	31.4 	22.7 	90.5 	33.6 	34.0 	63.5 	68.8 	94.4 	87.3 	14.8 	71.3 	97.0 	10.7 	74.1 	91.6 	59.7 	88.1 	4.6 	84.5 	1.8 	86.5 	89.6 	72.6 	18.7 	46.3 	68.9 	16.5 	38.0 	29.0 	55.9 	85.6 	78.5 	
98.6 	57.2 	66.8 	51.7 	19.9 	12.8 	70.1 	74.1 	86.1 	92.4 	94.6 	53.6 	0.0 	7.5 	85.5 	12.8 	5.5 	6.0 	93.1 	32.5 	41.3 	87.3 	70.2 	28.6 	76.2 	70.4 	95.8 	16.9 	95.1 	4.8 	93.2 	43.1 	51.9 	43.7 	39.2 	56.2 	82.9 	64.1 	10.2 	47.5 	74.7 	41.5 	15.8 	43.6 	67.0 	31.0 	5.2 	88.6 	75.0 	48.2 	53.7 	37.5 	38.7 	22.0 	34.6 	78.6 	57.3 	35.9 	55.9 	79.7 	
1.2 	83.0 	87.1 	33.0 	10.1 	95.5 	88.5 	68.5 	69.3 	18.8 	84.5 	97.4 	7.5 	0.0 	7.1 	21.2 	82.2 	37.8 	14.7 	44.3 	26.1 	56.6 	87.4 	54.2 	67.5 	39.1 	23.4 	97.1 	8.9 	15.6 	12.5 	60.0 	40.6 	28.9 	94.4 	10.2 	54.0 	27.6 	56.4 	11.7 	57.3 	44.5 	26.6 	40.6 	99.0 	59.3 	93.4 	43.4 	71.9 	59.6 	16.0 	76.2 	37.0 	64.0 	71.5 	62.4 	75.0 	9.9 	36.4 	93.6 	
91.6 	19.8 	76.2 	32.0 	90.4 	60.1 	13.0 	85.0 	58.6 	41.0 	64.7 	81.3 	85.5 	7.1 	0.0 	41.5 	61.6 	70.4 	100.0 	16.8 	97.8 	78.0 	49.6 	97.7 	5.3 	79.0 	24.5 	41.2 	46.2 	98.3 	65.4 	97.9 	72.7 	12.7 	47.2 	35.6 	83.5 	35.8 	58.9 	69.6 	28.0 	53.8 	78.1 	92.7 	50.4 	20.2 	26.6 	18.1 	61.6 	80.1 	67.1 	52.5 	60.4 	54.8 	19.3 	70.4 	55.5 	13.5 	27.6 	78.5 	
81.9 	42.0 	22.3 	69.1 	33.7 	7.2 	19.7 	27.4 	26.0 	59.2 	4.3 	46.0 	12.8 	21.2 	41.5 	0.0 	51.0 	26.7 	76.3 	98.5 	32.6 	97.4 	44.9 	50.2 	16.2 	4.6 	89.0 	66.1 	36.8 	9.1 	94.4 	9.5 	8.7 	6.9 	89.1 	1.3 	10.3 	63.6 	36.5 	34.1 	37.5 	77.3 	40.4 	79.4 	2.6 	16.9 	9.0 	46.9 	39.2 	76.2 	84.4 	20.4 	79.3 	37.6 	99.4 	94.0 	50.2 	29.6 	29.4 	30.6 	
87.0 	85.5 	85.1 	47.8 	10.4 	5.0 	26.5 	69.4 	50.3 	23.7 	9.5 	89.2 	5.5 	82.2 	61.6 	51.0 	0.0 	81.8 	10.9 	68.9 	46.5 	31.6 	52.8 	69.2 	36.9 	36.0 	96.3 	92.7 	45.7 	35.0 	21.0 	73.1 	2.4 	30.7 	64.3 	11.2 	26.9 	99.5 	3.8 	96.1 	86.6 	22.7 	93.4 	30.9 	3.4 	55.1 	98.4 	43.0 	43.5 	16.2 	82.7 	50.9 	30.6 	40.5 	57.4 	32.0 	39.3 	51.9 	66.3 	54.3 	
24.0 	45.0 	43.8 	21.6 	70.2 	87.4 	89.9 	60.5 	63.1 	48.1 	63.7 	4.9 	6.0 	37.8 	70.4 	26.7 	81.8 	0.0 	64.6 	12.6 	79.2 	31.6 	85.7 	17.2 	87.9 	70.4 	25.1 	55.4 	2.6 	16.2 	35.0 	83.4 	31.0 	61.1 	62.7 	94.0 	17.3 	35.7 	95.1 	97.8 	8.8 	54.1 	13.8 	42.2 	13.3 	61.3 	44.4 	53.1 	84.6 	66.7 	19.8 	24.8 	4.4 	18.5 	4.5 	66.6 	67.3 	23.5 	99.6 	93.2 	
89.0 	30.4 	2.4 	1.2 	90.7 	91.0 	64.4 	53.3 	18.9 	65.6 	23.2 	57.9 	93.1 	14.7 	100.0 	76.3 	10.9 	64.6 	0.0 	46.0 	50.9 	75.5 	11.3 	93.1 	80.6 	82.6 	14.6 	59.3 	18.7 	90.9 	41.1 	4.0 	62.2 	34.9 	31.6 	57.7 	34.8 	96.4 	37.2 	93.7 	89.7 	85.8 	48.6 	54.2 	19.3 	24.0 	67.1 	59.9 	23.1 	6.9 	26.7 	15.0 	84.3 	72.5 	15.3 	89.0 	20.8 	61.5 	4.2 	79.4 	
57.6 	2.3 	59.9 	86.6 	5.4 	96.8 	9.7 	50.2 	75.5 	98.6 	98.7 	50.2 	32.5 	44.3 	16.8 	98.5 	68.9 	12.6 	46.0 	0.0 	49.2 	47.3 	45.3 	6.8 	55.9 	16.5 	56.9 	49.6 	17.4 	73.2 	85.2 	81.9 	99.5 	30.8 	7.7 	63.5 	30.8 	31.2 	77.4 	61.5 	35.2 	13.4 	80.0 	96.0 	100.0 	77.0 	24.1 	81.0 	30.3 	78.6 	3.7 	82.4 	77.0 	84.7 	24.9 	55.2 	12.0 	9.3 	57.2 	5.4 	
32.5 	66.8 	6.5 	83.5 	41.9 	47.0 	43.2 	52.3 	21.7 	9.6 	9.3 	48.9 	41.3 	26.1 	97.8 	32.6 	46.5 	79.2 	50.9 	49.2 	0.0 	65.2 	16.8 	31.6 	82.3 	1.3 	34.3 	22.6 	49.9 	36.2 	18.4 	53.6 	65.1 	97.2 	14.2 	64.7 	71.6 	18.4 	40.8 	85.6 	6.9 	24.6 	53.8 	35.7 	3.4 	21.7 	13.7 	73.5 	66.4 	90.4 	37.6 	10.0 	60.9 	44.8 	37.2 	4.7 	73.2 	99.1 	47.7 	99.3 	
